Inside Llewyn Davis (2013),"Drama, Music",A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.
Lisztomania (1975),"Biography, Comedy, Music",Composer and pianist Franz Liszt (Roger Daltrey) attempts to overcome his hedonistic life-style while repeatedly being drawn back into it by the many women in his life and fellow composer Richard Wagner (Paul Nicholas).
A Complete Unknown (),"Biography, Drama, Music",A young Bob Dylan shakes up the folk music scene when he plugs in his electric guitar at the Newport Folk Festival in 1965.
Bill & Ted Face the Music (2020),"Adventure, Comedy, Music","Once told they'd save the universe during a time-traveling adventure, two would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny."
Good Vibrations (2012),"Biography, Drama, Music","A chronicle of Terri Hooley's life, a record-store owner instrumental in developing Belfast's punk-rock scene."
Dreamgirls (2006),"Drama, Music, Musical","A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way."
Meet the Robinsons (2007),"Animation, Adventure, Comedy","Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
Billy Elliot (2000),"Drama, Music",A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
Greatest Days (2023),"Comedy, Drama, Music","A feature adaptation of the 'The Band' musical, featuring the songs of Take That."
Horton Hears a Who! (2008),"Animation, Adventure, Comedy",Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.
Footloose (2011),"Comedy, Drama, Music","City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace."
Sister Act 2: Back in the Habit (1993),"Comedy, Family, Music",Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.
The Casino Murder Case (1935),"Crime, Music, Mystery","After socialite Lynn Llewellyn receives an anonymous threat, he is poisoned at his uncle's casino, and although he recovers, his wife is murdered by the same killer."
Pete Kelly's Blues (1955),"Crime, Drama, Music","In 1927, a Kansas City, Missouri cornet player and his band perform nightly at a seedy speakeasy until a racketeer tries to extort them in exchange for protection."
Studio 666 (2022),"Comedy, Horror, Music",Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album.
Popstar: Never Stop Never Stopping (2016),"Comedy, Drama, Music","When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status."
Youth (I) (2015),"Comedy, Drama, Music",A retired orchestra conductor is on vacation with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.
Streets of Fire (1984),"Action, Crime, Drama","A mercenary is hired to rescue his ex-girlfriend, a singer who has been kidnapped by a motorcycle gang."
Happy Feet (2006),"Animation, Adventure, Comedy","Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
I Used to Be Famous (2022),"Comedy, Drama, Music","Follows Vince, a desperate former popstar who dreams of making a comeback. An impromptu jam session with autistic young drummer Stevie sparks an unexpected friendship between the two misunderstood musicians."
Yoga Hosers (2016),"Action, Comedy, Horror",Two teenage yoga enthusiasts must do battle with an evil presence that is threatening to rise from its underground lair and endanger their major party plans.
Strictly Ballroom (1992),"Comedy, Drama, Music",A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.
Beaches (1988),"Comedy, Drama, Music","A privileged rich debutante and a cynical struggling entertainer share a turbulent, but strong childhood friendship over the years."
Spinning Gold (2023),"Biography, Drama, Music","A biopic of 1970s record producer Neil Bogart, co-founder of Casablanca Records."
I Saw the Light (2015),"Biography, Drama, Music","The story of the country-western singerHank Williams, who in his brief life created one of the greatest bodies of work in American music. The film chronicles his rise to fame and its tragic effect on his health and personal life."
La Bamba (1987),"Biography, Drama, Music",Biographical story of the rise from nowhere of early rock and roll singerRitchie Valenswho died at age 17 in a plane crash withBuddy HollyandThe Big Bopper.
Fame (1980),"Drama, Music, Musical",A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.
Selena (1997),"Biography, Drama, Music","The true story ofSelena, a Texas-born Tejano singer who rose from cult status to performing at the Astrodome, as well as having chart-topping albums on the Latin music charts."
Nashville (1975),"Comedy, Drama, Music","Over the course of a few hectic days, numerous interrelated people prepare for a political convention."
Road to Morocco (1942),"Adventure, Comedy, Family","Two carefree castaways on a desert shore find an Arabian Nights city, where they compete for the luscious Princess Shalmar."
Across the Universe (2007),"Drama, Fantasy, History",The music ofThe Beatlesand the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.
A Bigger Splash (2015),"Drama, Music, Thriller",A famous rock star's vacation in Italy with her boyfriend is disrupted by the unexpected visit of an old friend and his daughter.
Lords of Chaos (2018),"Biography, Drama, Horror",A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.
Velvet Goldmine (1998),"Drama, Music","In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild."
Pink Floyd: The Wall (1982),"Drama, Fantasy, Music",A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
The Producers (1967),"Comedy, Music",A stage-play producer devises a plan to make money by producing a sure-fire flop.
Cabaret (1972),"Drama, Music, Musical",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
Purple Rain (1984),"Drama, Music, Romance","A young musician, tormented by an abusive situation at home, must contend with a rival singer, a burgeoning romance, and his own dissatisfied band, as his star begins to rise."
Bill & Ted's Bogus Journey (1991),"Adventure, Comedy, Fantasy",A tyrant from the future creates evil android doubles of Bill and Ted and sends them back to eliminate the originals.
Sing Street (2016),"Comedy, Drama, Music",A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
Ocean's Eleven (1960),"Comedy, Crime, Music",Danny Ocean gathers a group of his World War II compatriots to pull off the ultimate Las Vegas heist. Together the eleven friends plan to rob five Las Vegas casinos in one night.
Rock Star (2001),"Drama, Music",Lead singer of a tribute band becomes lead singer of the real band he idolizes.
Staying Alive (1983),"Drama, Music, Romance","Five years later, Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenge yet: succeeding as a dancer on the Broadway stage."
Judy (II) (2019),"Biography, Drama, Music",Legendary performerJudy Garlandarrives in London in the winter of 1968 to perform a series of sold-out concerts.
The Perfection (2018),"Drama, Horror, Music","When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences."
Human Traffic (1999),"Comedy, Music",Five youngsters embrace the 90s clubbing scene on a drug-fuelled weekend of partying in Cardiff.
Wayne's World 2 (1993),"Comedy, Music",The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.
Hairspray (1988),"Comedy, Drama, Family",A 'pleasantly plump' teenager teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.
Beyond the Valley of the Dolls (1970),"Comedy, Drama, Music","Three girls come to Hollywood to make it big, but find only sex, drugs, and sleaze."
Fisherman's Friends: One and All (2022),"Comedy, Drama, Music","Following the success of their first album, the Fisherman's Friends struggle to adjust to their new-found fame and work towards a second album."
Alvin and the Chipmunks: The Road Chip (2015),"Animation, Adventure, Comedy",The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.
The Lizzie McGuire Movie (2003),"Adventure, Comedy, Family","Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true."
House Party (1990),"Comedy, Music, Romance","Kid decides to go to his friend Play's house party, but neither of them can predict what's in store for them on what could be the wildest night of their lives."
The Commitments (1991),"Comedy, Drama, Music","Jimmy Rabbitte, an unemployed Dublin boy, decides to put together a soul band made up entirely of the Irish working class."
Once (I) (2007),"Drama, Music, Romance","A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
Our Blushing Brides (1930),"Drama, Music, Romance","Three department-store girls--Connie, Franky, and Jerry--share an apartment on West 91st Street in New York City. Each earns little more than $20 per week. Jerry is the sensible one, but ...See full summary»"
Valley of the Dolls (1967),"Drama, Music, Romance",Film version ofJacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.
Bratz (2007),"Comedy, Family, Music","During their first year of high school, four best girlfriends face off against the domineering student body President, who wants to split them up into different social cliques."
Detroit Rock City (1999),"Adventure, Comedy, Music","In 1978, four rebellious teenagers try to scam their way into aKISSconcert."
Hustle & Flow (2005),"Crime, Drama, Music","With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee."
Alvin and the Chipmunks: The Squeakquel (2009),"Animation, Adventure, Comedy","The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes."
Rio 2 (2014),"Animation, Adventure, Comedy","It's a jungle out there for Blu, Jewel, and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel and meets his father-in-law."
Descendants: The Rise of Red (),"Action, Adventure, Family","Follows Red, daughter of the Queen of Hearts, and Chloe, daughter of Cinderella, as they team up to save Auradon by traveling in back in time using the White Rabbit's pocket watch, to stop an event that would cause grave consequences."
Fantasia (1940),"Animation, Family, Fantasy","A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
August Rush (2007),"Drama, Music",An orphaned musical prodigy uses his gift to try to find his birth parents.
The Last Song (2010),"Drama, Music, Romance","A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect."
A Chorus Line (1985),"Drama, Music, Musical",Hopefuls try out before a demanding director for a part in a new musical.
The Last Dragon (1985),"Action, Comedy, Drama","In New York City, a young man searches for a Master to obtain the final level of martial arts mastery known as the Glow."
SLC Punk! (1998),"Comedy, Drama, Music","In the early 1980s Stevo, and Heroin Bob are the only two dedicated punks in conservative Salt Lake City."
Hannah Montana: The Movie (2009),"Comedy, Drama, Family","As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most."
Fisherman's Friends (2019),"Comedy, Drama, Music","Ten fisherman from Cornwall are signed by Universal Records and achieve a top ten hit with their debut album, ""Sea Shanties."""
All Eyez on Me (2017),"Biography, Drama, Music","Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur."
The High Note (2020),"Drama, Music, Romance",A superstar singer and her overworked personal assistant are presented with a choice that could alter the course of their respective careers.
Crazy Heart (2009),"Drama, Music, Romance",A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.
Kinky Boots (2005),"Comedy, Drama, Music","A drag queen comes to the rescue of a man who, after inheriting his father's shoe factory, needs to diversify his product if he wants to keep the business afloat."
Girls Just Want to Have Fun (1985),"Comedy, Music, Romance","Janey is new in town and soon meets Lynne, who shares her passion for dancing in general and ""Dance TV"" in particular."
La leggenda del pianista sull'oceano (1998),"Drama, Music, Romance","A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land."
All That Jazz (1979),"Drama, Music, Musical","Director/choreographerBob Fossetells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
Ryû to sobakasu no hime (2021),"Animation, Adventure, Drama","Suzu is a shy high school student living in a rural village. For years, she has only been a shadow of herself. But when she enters ""U"", a massive virtual world, she escapes into her online persona as Belle, a globally-beloved singer."
Airheads (1994),"Comedy, Crime, Music",Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head D.J. refuses to play them.
The Boat That Rocked (2009),"Comedy, Drama, Music","A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves."
Alvin and the Chipmunks: Chipwrecked (2011),"Animation, Adventure, Comedy","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems."
Flesh and the Devil (1926),"Drama, Music",Childhood friends are torn apart when one of them marries the woman the other fiercely loves.
Babyteeth (2019),"Comedy, Drama, Music","Milla, a seriously ill teenager, falls in love with a drug dealer, Moses, her parents' worst nightmare."
Rheingold (2022),"Biography, Crime, Drama","Capturing the life of German hip-hop rapper, entrepreneur, and ex-convict Giwar Hajabi."
Trois couleurs: Bleu (1993),"Drama, Music, Mystery",A woman struggles to find a way to live her life after the death of her husband and child.
A Star Is Born (1976),"Drama, Music, Romance","A has-been rock star falls in love with a young, up-and-coming songstress."
"Juliet, Naked (2018)","Comedy, Drama, Music","Annie (the long-suffering girlfriend of Duncan) has an unlikely transatlantic romance with once revered, now faded, singer-songwriter, Tucker Crowe, who also happens to be the subject of Duncan's musical obsession."
Mr. Holland's Opus (1995),"Drama, Music",A frustrated composer finds fulfillment as a high school music teacher.
Be Cool (2005),"Comedy, Crime, Music","Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way."
Murder by Invitation (1941),"Comedy, Crime, Drama",A wealthy woman has a murder mystery on her hands when her greedy relatives wind up dead after being invited to her home.
