The Fighter (I) (2010),"Action, Biography, Drama","Based on the story ofMicky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
Field of Dreams (1989),"Drama, Family, Fantasy","Iowa farmer Ray Kinsella is inspired by a voice he can't ignore to pursue a dream he can hardly believe. Supported by his wife, Ray begins the quest by turning his ordinary cornfield into a place where dreams can come true."
Southpaw (2015),"Action, Crime, Drama","After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career."
The Basketball Diaries (1995),"Biography, Crime, Drama",A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.
True Spirit (2023),"Adventure, Biography, Drama","The story of Australian teenager, Jessica Watson, the youngest person ever to sail solo, non-stop around the world."
Bull Durham (1988),"Comedy, Romance, Sport",A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.
The Longest Yard (2005),"Comedy, Crime, Sport",Prison inmates form a football team to challenge the prison guards.
The Color of Money (1986),"Drama, Sport","Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback."
17 Again (2009),"Comedy, Drama, Fantasy",Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.
The Mighty Ducks (1992),"Comedy, Drama, Family",A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.
The Benchwarmers (2006),"Comedy, Sport",A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children's Little League squads.
Blue Crush (2002),"Drama, Romance, Sport","As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player."
Home Team (2022),"Comedy, Sport",New Orleans Saints head coach Sean Payton coaches his son's 6th-grade football team while he is being suspended for the entire 2012 season as a result of his role in the Saints' Bountygate scandal.
The Ringer (2005),"Comedy, Sport",A young guy's only option to erase a really bad debt is to rig the Special Olympics by posing as a contestant.
Heavyweights (1995),"Comedy, Drama, Family","Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that it is a woodland hellhole run by a psycho ex-fitness instructor."
Space Jam: A New Legacy (2021),"Animation, Adventure, Comedy","A rogue artificial intelligence kidnaps the son of famed basketball playerLeBron James, who then has to work with Bugs Bunny to win a basketball game."
The Replacements (2000),"Comedy, Sport","During a pro football strike, the owners hire substitute players."
Vertical Limit (2000),"Action, Adventure, Drama","A climber must rescue his sister on top of K2, one of the world's biggest mountains."
Dangal (2016),"Action, Biography, Drama",Former wrestlerMahavir Singh Phogatand his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
Cool Runnings (1993),"Adventure, Comedy, Family","When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team."
Draft Day (I) (2014),"Drama, Sport","At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams."
Point Break (2015),"Action, Adventure, Crime","A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists."
In from the Side (2022),"Drama, Romance, Sport","Following a drunken encounter, two equally attached men from a cash strapped and divided gay rugby club unwittingly sleepwalk into an adulterous affair but must conceal their growing feelings or risk destroying the club they love."
42 (2013),"Biography, Drama, Sport","In 1947,Jackie Robinsonbecomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process."
Space Jam (1996),"Animation, Adventure, Comedy","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion,Michael Jordan."
Two for the Money (2005),"Crime, Drama, Sport","After suffering a career-ending knee injury, a former college football star aligns himself with one of the most renowned touts in the sports-gambling business."
Take Me Out to the Ball Game (1949),"Comedy, Musical, Romance","Two turn-of-the-century baseball players, who work in vaudeville during the off-season, run into trouble with their team's new female owner and a gambler who doesn't want them to win the pennant."
Next Goal Wins (2023),"Comedy, Drama, Sport","The story of the infamously terrible American Samoa soccer team, known for a brutal 2001 FIFA match they lost 31-0."
Speed Racer (2008),"Action, Adventure, Comedy",Young driver Speed Racer aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile.
Kickboxer (1989),"Action, Sport, Thriller",Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.
The Bad News Bears (1976),"Comedy, Drama, Family","An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league."
BASEketball (1998),"Comedy, Sport","Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team."
Angels in the Outfield (1994),"Comedy, Family, Fantasy","When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible."
Hooligans (2005),"Crime, Drama, Sport","A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism."
Miracle (2004),"Biography, Drama, History","The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad."
Hot Rod (2007),"Comedy, Sport",Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.
Fighting with My Family (2019),"Biography, Comedy, Drama",A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.
Greased Lightning (1977),"Action, Biography, Comedy","The true life story of Wendell Scott, the first black stock car racing driver to win an upper tier NASCAR race."
Hard Ball (2001),"Comedy, Drama, Sport",A gambling addict and ticket scalper living an aimless life reluctantly agrees to coach a Little League team from the Chicago projects as part of a loan agreement.
Never Back Down (2008),"Action, Drama, Sport","A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club, and meets a classmate who begins to coerce him into fighting."
Race (I) (2016),"Biography, Drama, Sport","Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy."
The Art of Racing in the Rain (2019),"Comedy, Drama, Romance","Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life."
The Karate Kid Part II (1986),"Action, Family, Sport","Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own."
American Underdog (2021),"Biography, Drama, Sport","The story of NFL MVP and Hall of Fame quarterbackKurt Warner, who went from stocking shelves at a supermarket to becoming an American Football star."
Bend It Like Beckham (2002),"Comedy, Drama, Romance","Two ambitious girls, despite their parents' wishes, have their hearts set on careers in professional football."
Kingpin (1996),"Comedy, Sport","A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches."
Here Comes the Boom (2012),"Action, Comedy, Sport",A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.
Turbo (2013),"Animation, Adventure, Comedy",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.
3 Ninjas (1992),"Action, Comedy, Family","Each year, three brothers visit their grandfather for the summer. He is highly skilled in ninjutsu, and for years he has trained the boys in his techniques."
Back to School (1986),"Comedy, Romance, Sport","To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself."
Whip It (2009),"Drama, Sport","In Bodeen, Texas, an indie-rock-loving misfit finds a way of dealing with small-town misery after discovering a roller-derby league in nearby Austin."
Sous emprise (2022),"Drama, Romance, Sport",Roxana Aubrey decides to drop her studies and escape her life in Paris for a free diving course in the south of France. She is quickly pulled into a life that reaches new depths brought by the weight of an ocean's descent.
Foxcatcher (2014),"Biography, Drama, History","U.S. Olympic wrestling champions and brothersMark SchultzandDave Schultzjoin ""Team Foxcatcher"", led by eccentric multi-millionaireJohn du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all."
Cinderella Man (2005),"Biography, Drama, Romance","The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world."
The Longest Yard (1974),"Comedy, Crime, Drama","A sadistic warden asks a former pro quarterback, now serving time in his prison, to put together a team of inmates to take on (and get pummeled by) the guards."
Blades of Glory (2006),"Comedy, Sport","In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team."
