Turning Red,"Animation, Adventure, Comedy","A thirteen-year-old girl named Mei Lee is torn between staying her mother's dutiful daughter and the changes of adolescence. And as if the challenges were not enough, whenever she gets overly excited she transforms into a giant red panda."
"Monsters, Inc.","Animation, Adventure, Comedy","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
Waiting...,Comedy,Young employees at ShenaniganZ restaurant collectively stave off boredom and adulthood with their antics.
Dead Poets Society,"Comedy, Drama",Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.
Smokey and the Bandit,"Action, Adventure, Comedy","The Bandit is hired on to run a tractor-trailer full of beer over state lines, in hot pursuit by a pesky sheriff."
The Rocky Horror Picture Show,"Comedy, Horror, Musical",A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.
The Peanut Butter Falcon,"Adventure, Comedy, Drama",Zak runs away from his care home to make his dream of becoming a wrestler come true.
Pixels,"Action, Comedy, Fantasy","When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games."
"I, Tonya","Biography, Comedy, Drama","Competitive ice skaterTonya Hardingrises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes."
Adventures in Babysitting,"Adventure, Comedy, Crime",A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.
Polite Society,"Action, Comedy","Ria Khan believes she must save her older sister Lena from her impending marriage. After enlisting her friends' help, she attempts to pull off the most ambitious of all wedding heists in the name of independence and sisterhood."
Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy",Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.
The Graduate,"Comedy, Drama, Romance",A disillusioned college graduate finds himself torn between his older lover and her daughter.
Jennifer's Body,"Comedy, Horror",A newly-possessed high-school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?
The Haunted Mansion,"Comedy, Family, Fantasy","A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected."
Catch-22,"Comedy, Drama, War","A man is trying desperately to be certified insane during World War II, so he can stop flying missions."
Thor: Ragnarok,"Action, Adventure, Comedy","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
Sonic the Hedgehog 2,"Action, Adventure, Comedy","When the manic Dr. Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way."
Shrek,"Animation, Adventure, Comedy","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
White Noise,"Comedy, Drama, Horror","Dramatizes a contemporary American family's attempts to deal with the mundane conflicts of everyday life while grappling with the universal mysteries of love, death, and the possibility of happiness in an uncertain world."
Così fan tutte,"Comedy, Drama","After five years of marriage, Diana discovers the joys of adultery, claiming that she can save her failing relationship through betrayal."
EuroTrip,Comedy,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends."
The Adam Project,"Action, Adventure, Comedy","After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future."
Night at the Museum,"Adventure, Comedy, Family",A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.
Frozen,"Animation, Adventure, Comedy","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
Team America: World Police,"Action, Comedy","Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love."
Coyote Ugly,"Comedy, Drama, Music","Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell."
My Cousin Vinny,"Comedy, Crime","Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
Tiku weds Sheru,"Comedy, Drama, Romance","Tiku, who looks at marriage as her escape to Mumbai from a local town to become an actress and Sheru, who has been working as a junior artist in the city for years. They get married and the comedy of errors for this couple starts"
Spider-Man: Far from Home,"Action, Adventure, Comedy","Following the events ofAvengers: Endgame(2019), Spider-Man must step up to take on new threats in a world that has changed forever."
Pretty Woman,"Comedy, Romance","A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love."
He's Just Not That Into You,"Comedy, Drama, Romance",This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.
She's the Man,"Comedy, Romance, Sport","When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles."
But I'm a Cheerleader,"Comedy, Drama, Romance",A naive teenager is sent to rehab camp when her straitlaced parents and friends suspect her of being a lesbian.
Election,"Comedy, Romance",A high school teacher meets his match in an over-achieving student politician.
(500) Days of Summer,"Comedy, Drama, Romance","After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back."
DC League of Super-Pets,"Animation, Action, Adventure","Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped."
Kung Fu Panda,"Animation, Action, Adventure","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
Luca,"Animation, Adventure, Comedy","On the Italian Riviera, an unlikely but strong friendship grows between a human being and a sea monster disguised as a human."
Who Framed Roger Rabbit,"Animation, Adventure, Comedy",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.
Pretty in Pink,"Comedy, Drama, Romance",A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.
Secretary,"Comedy, Drama, Romance","A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one."
Home Alone,"Comedy, Family","An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve."
Revenge of the Nerds,Comedy,"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect."
21 Jump Street,"Action, Comedy, Crime",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.
The Wedding Singer,"Comedy, Music, Romance","Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other."
Isle of Dogs,"Animation, Adventure, Comedy","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
Talladega Nights: The Ballad of Ricky Bobby,"Comedy, Sport","Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test."
Drop Dead Gorgeous,"Comedy, Romance, Thriller",A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.
Bottoms,Comedy,Two unpopular queer high school students start a fight club to have sex before graduation.
Toy Story 2,"Animation, Adventure, Comedy","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
Bill & Ted's Excellent Adventure,"Adventure, Comedy, Music","Two rock-'n-rolling teens, on the verge of failing their class, set out on a quest to make the ultimate school history report after being presented with a time machine."
American Reunion,Comedy,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
Violent Night,"Action, Comedy, Crime","When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas)."
The School for Good and Evil,"Action, Comedy, Drama",Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.
Monster Trucks,"Action, Adventure, Comedy",A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.
Verdens verste menneske,"Comedy, Drama, Romance","The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is."
Cocktail,"Comedy, Drama, Romance",A talented New York City bartender takes a job at a bar in Jamaica and falls in love.
World's Best,"Comedy, Family, Music","Follows Raj Patel, who is an expert at math but is also secretly obsessed with his late father's dream of becoming a rap musician, and he almost loses everything in his attempt to achieve multiple goals in life."
Kindergarten Cop,"Action, Comedy, Crime","A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars."
Somewhere in Queens,"Comedy, Drama, Sport","Leo and Angela Russo live a simple life in Queens, surrounded by their overbearing Italian-American family. When their son 'Sticks' finds success on his high-school basketball team, Leo tears the family apart trying to make it happen."
Rushmore,"Comedy, Drama, Romance","A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
Incredibles 2,"Animation, Action, Adventure",The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
Sausage Party,"Animation, Adventure, Comedy",A sausage strives to discover the truth about his existence.
The Proposal,"Comedy, Drama, Romance",A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.
Old School,Comedy,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.
Cruella,"Adventure, Comedy, Crime",A live-action prequel feature film following a young Cruella de Vil.
Sonic the Hedgehog,"Action, Adventure, Comedy","After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him."
Booksmart,Comedy,"On the eve of their high-school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night."
Lost in Translation,"Comedy, Drama",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.
Mars Attacks!,"Comedy, Sci-Fi",Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.
The In-Laws,"Action, Adventure, Comedy","On the eve of their children's marriage, NYC in-laws Sheldon Kornpett and Vince Ricardo embark on a series of misadventures involving the CIA, the Treasury Department and Central American dictators."
Ant-Man,"Action, Comedy, Sci-Fi","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world."
Joe Dirt,"Adventure, Comedy, Drama","After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents."
Click,"Comedy, Drama, Fantasy",A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.
Jerry & Marge Go Large,"Biography, Comedy, Drama","Based on the true story about long-married couple Jerry and Marge Selbee, who win the lottery and use the money to revive their small town."
The Life Aquatic with Steve Zissou,"Action, Adventure, Comedy","With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son."
Nothing But Trouble,Comedy,A businessman and his friends are captured by a sadistic judge and his equally odd family in a bizarre mansion in the backwoods.
A Bug's Life,"Animation, Adventure, Comedy","A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
Groundhog Day,"Comedy, Drama, Fantasy","A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right."
Dumb and Dumber,Comedy,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it."
Birdman or (The Unexpected Virtue of Ignorance),"Comedy, Drama","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
Just Go with It,"Comedy, Romance","On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend."
Real Genius,"Comedy, Romance, Sci-Fi","An uptight teenage prodigy enters a top engineering college, but feels awkward among the freewheeling students. When a professor aims to turn their laser project into a military weapon, he and his offbeat roommate plot to ruin the plan."
White Men Can't Jump,"Comedy, Sport",Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.
Spy,"Action, Comedy","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster."
The Princess Diaries,"Comedy, Family, Romance","Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year."
How to Train Your Dragon,"Animation, Action, Adventure","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
Burn,"Comedy, Crime, Thriller","When a gas station is held up at gunpoint by a desperate man in need of cash, a lonely and unstable gas station attendant, tired of being overshadowed by her more outgoing co-worker, finds an opportunity to make a connection with the robber."
The Lorax,"Animation, Adventure, Comedy","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world."
Soul,"Animation, Adventure, Comedy","After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
Heathers,"Comedy, Crime","At Westerburg High where cliques rule, jocks dominate and all the popular girls are named Heather, it's going to take a Veronica and mysterious new kid to give teen angst a body count."
Forever My Girl,"Comedy, Drama, Music",After being gone for a decade a country star returns home to the love he left behind.
Tangled,"Animation, Adventure, Comedy","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
National Lampoon's European Vacation,"Adventure, Comedy",The Griswolds win a vacation tour across Europe where the usual havoc ensues.
Strays,"Animation, Adventure, Comedy",An abandoned dog teams up with other strays to get revenge on his former owner.
Lilo & Stitch,"Animation, Adventure, Comedy","A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace."
Showing Up,"Comedy, Drama",A sculptor preparing to open a new show tries to work amidst the daily dramas of family and friends.
Your Place or Mine,"Comedy, Romance",Two long-distance best friends change each other's lives when she decides to pursue a lifelong dream and he volunteers to keep an eye on her teenage son.
The Lego Movie,"Animation, Action, Adventure","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,"Action, Comedy, Crime","After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress, and Renee Montoya to save a young girl from an evil crime lord."
The First Slam Dunk,"Animation, Comedy, Drama","Follows Ryota Miyagi, a 17 years boy who after to lose his elder brother Sota when he was a kid struggles to accomplish Sota's dream to be a basketball star."
The Little Rascals,"Comedy, Family, Romance","Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship."
Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
Holes,"Adventure, Comedy, Drama",A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.
The Hating Game,"Comedy, Romance","Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him."
Mr. & Mrs. Smith,"Action, Comedy, Crime",A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.
Caddyshack,"Comedy, Sport",An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.
The Heartbreak Kid,"Comedy, Romance",A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.
"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime","Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds."
Happiness for Beginners,"Comedy, Drama, Romance","Helen signs up for a wilderness survival course, a year after getting divorced. She discovers through this experience that sometimes, you have to get really lost in order to find yourself."
Wicked: Part One,"Comedy, Drama, Family",The story of how a green-skinned woman framed by the Wizard of Oz becomes the Wicked Witch of the West. The first of a two-part feature film adaptation of the Broadway musical.
High Heat,"Action, Comedy, Crime","When the local mafia shows up to burn down her restaurant, Ana, a chef with a meticulous past, defends her turf and proves her knife skills both in and out of the kitchen."
Cashback,"Comedy, Drama, Romance","After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild."
Focus,"Comedy, Crime, Drama","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
They Cloned Tyrone,"Action, Comedy, Mystery",A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy in this pulpy mystery caper.
Sex and the City,"Comedy, Drama, Romance",A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.
Austin Powers: International Man of Mystery,"Adventure, Comedy",A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.
The Darjeeling Limited,"Adventure, Comedy, Drama","A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other."
Risky Business,"Comedy, Crime, Drama","A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand."
Captain Fantastic,"Comedy, Drama","In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
Bros,"Comedy, Romance",Two men with commitment problems attempt a relationship.
Cats,"Comedy, Drama, Family",A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.
Teeth,"Comedy, Fantasy, Horror","Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence."
Easy A,"Comedy, Drama, Romance",A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.
Ace Ventura: Pet Detective,Comedy,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.
The Miracle Club,Comedy,There's just one dream for the women of Ballygar to taste freedom: to win a pilgrimage to the sacred French town of Lourdes.
The Blues Brothers,"Action, Adventure, Comedy","Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago."
"O Brother, Where Art Thou?","Adventure, Comedy, Crime","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
Scooby-Doo,"Adventure, Comedy, Family","After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on."
Instant Family,"Comedy, Drama",A couple find themselves in over their heads when they foster three children.
Murder Mystery,"Action, Comedy, Crime","A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire."
3 Idiots,"Comedy, Drama","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
Scream 4,"Comedy, Horror, Mystery","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer."
Billy Madison,Comedy,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again."
Le fabuleux destin d'Amélie Poulain,"Comedy, Romance","Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love."
In Bruges,"Comedy, Crime, Drama","Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be."
Aladdin,"Animation, Adventure, Comedy",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
Notting Hill,"Comedy, Drama, Romance",The life of a simple bookshop owner changes when he meets the most famous film star in the world.
Piranha 3D,"Comedy, Horror","After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents."
Super Mario Bros.,"Adventure, Comedy, Family","Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world."
Toy Story 3,"Animation, Adventure, Comedy","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
Bottle Rocket,"Comedy, Crime, Drama",Three friends plan to pull off a simple robbery and go on the run.
"Love, Rosie","Comedy, Romance","Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies."
Astérix & Obélix: L'Empire du Milieu,"Adventure, Comedy, Family","The only daughter of the Chinese emperor Han Xuandi, escapes from a strict prince and seeks help from the Gauls and the two brave warriors Asterix and Obelix."
Good Boys,"Adventure, Comedy","Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party."
Army of Thieves,"Action, Comedy, Crime","A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse."
Toy Story 4,"Animation, Adventure, Comedy","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
Spaceballs,"Adventure, Comedy, Sci-Fi",A star-pilot for hire and his trusty sidekick must come to the rescue of a princess and save Planet Druidia from the clutches of the evil Spaceballs.
American Made,"Action, Comedy, Crime","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair."
The Other Guys,"Action, Comedy, Crime","Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned."
Blended,"Comedy, Romance","After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship."
Ghostbusters Sequel,"Adventure, Comedy, Fantasy",Plot currently kept under wraps
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Comedy, War","An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop."
Bad Teacher,"Comedy, Romance","A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancé dumps her."
Linoleum,"Comedy, Drama, Sci-Fi","When the host of a failing children's science show tries to fulfill his childhood dream of becoming an astronaut by building a rocket ship in his garage, a series of bizarre events occur that cause him to question his own reality."
Seven Brides for Seven Brothers,"Comedy, Drama, Musical","In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too."
Magic Mike,"Comedy, Drama","A male stripper teaches a younger performer how to party, pick up women, and make easy money."
Anchorman: The Legend of Ron Burgundy,Comedy,"In the 1970s, an anchorman's stint as San Diego's top-rated newsreader is challenged when an ambitious newswoman becomes his co-anchor."
Ocean's Eight,"Action, Comedy, Crime",Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's annual Met Gala.
Strange World,"Animation, Action, Adventure",The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.
Palm Springs,"Comedy, Fantasy, Mystery","Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again."
Friday,"Comedy, Drama","It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday."
Mannequin,"Comedy, Fantasy, Romance","A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life."
The Dictator,Comedy,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.
Tag,"Action, Comedy","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country."
Bring It On,"Comedy, Romance, Sport",A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.
Red Rocket,"Comedy, Drama","Mikey Saber is a washed-up porn star who returns to his small Texas hometown, not that anyone really wants him back."
Little Shop of Horrors,"Comedy, Horror, Musical",A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.
Hotel Transylvania,"Animation, Adventure, Comedy","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
Dirty Grandpa,Comedy,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break."
Wayne's World,"Comedy, Music",Two slacker friends try to promote their public-access cable show.
Mafia Mamma,"Action, Comedy, Crime","An American mom inherits her grandfather's mafia empire in Italy. Guided by the firm's consigliere, she hilariously defies everyone's expectations as the new head of the family business."
The Secret Life of Walter Mitty,"Adventure, Comedy, Drama","When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."
Pain & Gain,"Action, Comedy, Crime",A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.
Jerry Maguire,"Comedy, Drama, Romance","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague."
Minions: The Rise of Gru,"Animation, Adventure, Comedy",The untold story of one twelve-year-old's dream to become the world's greatest supervillain.
Zombieland,"Action, Comedy, Horror","A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America."
Come Fly with Me,"Comedy, Romance","Three flight attendants combine their work crossing the Atlantic with searching for rich, handsome men to marry."
Army of Darkness,"Comedy, Horror","A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home."
The Mitchells vs the Machines,"Animation, Adventure, Comedy","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope."
Jungle Cruise,"Action, Adventure, Comedy",Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.
Last Action Hero,"Action, Adventure, Comedy","With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character."
Don't Tell Mom the Babysitter's Dead,Comedy,Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.
Willy's Wonderland,"Action, Comedy, Horror","A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans clash -- and only one side will make it out alive."
The World's End,"Action, Comedy, Sci-Fi",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.
Dog,"Comedy, Drama",Two former Army Rangers are paired against their will on the road trip of a lifetime. Briggs (Channing Tatum) and Lulu (a Belgian Malinois) race down the Pacific Coast to get to a fellow soldier's funeral on time.
A Little White Lie,Comedy,"When a handyman living in New York City is mistaken for a famous and famously reclusive writer, he's brought to a university where he is to deliver a keynote address to save the school's literary festival."
This Is Where I Leave You,"Comedy, Drama","After their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof for a week, along with their over-sharing mother and an assortment of spouses, exes, and might-have-beens."
The Hitchhiker's Guide to the Galaxy,"Adventure, Comedy, Sci-Fi","Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy."""
