Bachelor Party,Comedy,A soon-to-be-married man's friends throw him the ultimate bachelor party.
The Lost King,"Comedy, Drama","An amateur historian defies the stodgy academic establishment in her efforts to find King Richard III's remains, which were lost for over 500 years."
Somebody I Used to Know,"Comedy, Romance","On a trip to her hometown, workaholic Ally reminisces with her ex Sean and starts to question everything about the person she's become. Things only get more confusing when she meets Cassidy, who reminds her of the person she used to be."
Kick-Ass 2,"Action, Comedy, Crime","Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for."
Big Hero 6,"Animation, Action, Adventure","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
American Wedding,Comedy,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister."
We Bought a Zoo,"Comedy, Drama, Family","Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo."
On the Town,"Comedy, Musical, Romance",Three sailors wreak havoc as they search for love during a whirlwind 24-hour leave in New York City.
Smokin' Aces,"Action, Comedy, Crime","When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing."
How to Lose a Guy in 10 Days,"Comedy, Romance","Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days."
Slap Shot,"Comedy, Drama, Sport",A failing ice hockey team finds success with outrageously violent hockey goonery.
Valley Girl,"Comedy, Romance","Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends."
Knocked Up,"Comedy, Romance","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
Game Night,"Action, Adventure, Comedy",A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.
Hot Tub Time Machine,"Comedy, Sci-Fi","A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born."
"Confess, Fletch","Comedy, Crime","After becoming the prime suspect in multiple murders, Fletch strives to prove his innocence while simultaneously searching for his fiancé's stolen art collection."
Pink Flamingos,"Comedy, Crime","Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive""."
Robin Hood: Men in Tights,"Adventure, Comedy, Musical","A spoof of Robin Hood in general, andRobin Hood: Prince of Thieves(1991) in particular."
Freaky,"Comedy, Horror, Thriller","After swapping bodies with a deranged serial killer, a high-school senior discovers that she has fewer than 24 hours before the change becomes permanent."
2001 Maniacs,"Comedy, Horror","Eight college students travelling to Florida for Spring Break stumble into a remote town in Georgia, where they are set upon by the residents."
Gremlins,"Comedy, Fantasy, Horror",A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.
"Good Luck to You, Leo Grande","Comedy, Drama","Nancy Stokes, a retired school teacher, is yearning for some adventure, and some sex. And she has a plan, which involves hiring a young sex worker named Leo Grande."
What's Love Got to Do with It?,"Comedy, Romance","In London, an award-winning film-maker documents her best friend's journey into an assisted marriage in line with his family's Pakistani heritage. In the process, she challenges her own attitude towards relationships."
Robots,"Animation, Adventure, Comedy","In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management."
Fear and Loathing in Las Vegas,"Adventure, Comedy, Drama",An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.
Frances Ha,"Comedy, Drama, Romance","A New York woman apprentices for a dance company and throws herself headlong into her dreams, even as the possibility of realizing them dwindles."
Sixteen Candles,"Comedy, Romance","A girl's ""sweet"" sixteenth birthday is anything but special: her family forgets about it, and she suffers from every embarrassment possible."
Dumb Money,"Biography, Comedy, Drama","Dumb Money is the ultimate David vs. Goliath tale, based on the insane true story of everyday people who flipped the script on Wall Street and got rich by turning GameStop (yes, the mall videogame store) into the world's hottest company."
Back to the Future Part III,"Adventure, Comedy, Sci-Fi","Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered."
The Monuments Men,"Comedy, Drama, History",An unlikely World War II platoon is tasked to rescue art masterpieces from German thieves and return them to their owners.
The King of Staten Island,"Comedy, Drama",Scott has been a case of arrested development since his firefighter dad died. He spends his days smoking weed and dreaming of being a tattoo artist until events force him to grapple with his grief and take his first steps forward in life.
Monsters University,"Animation, Adventure, Comedy","A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends."
Madagascar,"Animation, Adventure, Comedy","A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild."
"Honey, I Shrunk the Kids","Adventure, Comedy, Family",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.
Trolls,"Animation, Adventure, Comedy","After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends."
Do the Right Thing,"Comedy, Drama","On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
Guns Akimbo,"Action, Comedy, Crime",A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.
Vice,"Biography, Comedy, Drama","The story ofDick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President toGeorge W. Bush, reshaping the country and the globe in ways that are still felt today."
Going in Style,"Comedy, Crime","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money."
My Big Fat Greek Wedding,"Comedy, Drama, Romance",A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.
Mom and Dad,"Comedy, Horror, Thriller",A teenage girl and her younger brother must survive a wild 24 hours during which a mass hysteria of unknown origin causes parents to turn violently on their own kids.
Burn After Reading,"Comedy, Crime, Drama",A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.
Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy","King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
Burnt,"Comedy, Drama","Adam Jones is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars."
Beverly Hills Cop,"Action, Comedy, Crime",A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.
The Secret of My Succe$s,"Comedy, Romance","A talented young man can't get an executive position without rising through the ranks, so he comes up with a shortcut, which also benefits his love life."
Rio,"Animation, Adventure, Comedy","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams."
Scary Movie 2,"Comedy, Horror",Four teens are tricked by Professor Oldman (Tim Curry) into visiting a haunted house for a school project.
Chef,"Adventure, Comedy, Drama","A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family."
PAW Patrol: The Mighty Movie,"Animation, Action, Adventure","A magical meteor crash lands in Adventure City, and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups"
The Birdcage,Comedy,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.
Zookeeper,"Comedy, Family, Fantasy","A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious."
Get Smart,"Action, Adventure, Comedy","Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS."
Rocky Aur Rani Kii Prem Kahaani,"Comedy, Drama, Family","Magnifies the power of love, embraces the complexities of relationships, and celebrates the beauty of both perfect and imperfect families."
Tarzan,"Animation, Adventure, Comedy",A man raised by gorillas must decide where he really belongs when he discovers he is a human.
Sky High,"Action, Comedy, Family","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being."
Day Shift,"Action, Comedy, Fantasy","A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires."
Can't Hardly Wait,"Comedy, Romance","A complete graduating class, consisting of beautiful girls, geeks and promising footballers, assemble at a rich classmate's residence for a party. Interesting developments follow at the get-together."
Mummies,"Animation, Comedy, Family","It follows three mummies as they end up in present-day London and embark on a journey in search of an old ring belonging to the Royal Family, stolen by the ambitious archaeologist Lord Carnaby."
Ant-Man and the Wasp,"Action, Adventure, Comedy","As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past."
Charlie's Angels,"Action, Adventure, Comedy","Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal."
BlacKkKlansman,"Biography, Comedy, Crime","Ron Stallworth, an African American police officer from Colorado Springs, Colorado, successfully infiltrates the local Ku Klux Klan branch aided by a Jewish surrogate who eventually becomes its leader. Based on actual events."
Despicable Me,"Animation, Adventure, Comedy","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
Brave,"Animation, Adventure, Comedy","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
Hocus Pocus,"Comedy, Family, Fantasy","A teenage boy named Max and his little sister move to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century."
Galaxy Quest,"Adventure, Comedy, Sci-Fi","The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord."
Up in the Air,"Comedy, Drama, Romance","Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model."
Overboard,"Comedy, Romance","A cruel but beautiful heiress mocks and cheats a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her that they're husband and wife."
As Good as It Gets,"Comedy, Drama, Romance","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
Diary of a Wimpy Kid,"Comedy, Drama, Family","Greg Heffley is a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year."
The Boss Baby,"Animation, Adventure, Comedy","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co."
Men in Black: International,"Action, Adventure, Comedy","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization."
The Terminal,"Comedy, Drama, Romance","An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there."
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marryingPamela Anderson."
Fletch,"Comedy, Crime, Mystery","Irwin M. ""Fletch"" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire, but is on the run, risking his job and finding clues when it's clear the man is healthy."
Project X,Comedy,"Three high-school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads."
The Duff,"Comedy, Romance","A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts."
Cars 3,"Animation, Adventure, Comedy",Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.
Wish,"Animation, Adventure, Comedy",Wish will follow a young girl named Asha who wishes on a star and gets a more direct answer than she bargained for when a trouble-making star comes down from the sky to join her.
Logan Lucky,"Action, Comedy, Crime",Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.
Good Luck Chuck,"Comedy, Romance","In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love."
Tremors,"Comedy, Horror",Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.
Road to Singapore,"Comedy, Musical, Romance",Two playboys try to forget previous romances in Singapore - until they meet a beautiful dancer.
Rat Race,"Action, Adventure, Comedy","A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money."
Four Weddings and a Funeral,"Comedy, Drama, Romance","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love."
RED,"Action, Comedy, Crime","When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants."
Ralph Breaks the Internet,"Animation, Adventure, Comedy","Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure."
To All the Boys I've Loved Before,"Comedy, Drama, Romance",A teenage girl's secret love letters are exposed and wreak havoc on her love life.
Neighbors,Comedy,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down."
Small Soldiers,"Action, Adventure, Comedy","When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously."
No Strings Attached,"Comedy, Romance","A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more."
The Cannonball Run,"Action, Comedy, Sport","A wide variety of eccentric competitors participate in a wild and illegal cross-country road race. However, the eccentric entrants will do anything to win the road race, including low-down, dirty tricks."
Where the Heart Is,"Comedy, Drama, Romance","A pregnant seventeen-year-old rebuilds her life after being abandoned by her boyfriend at a Walmart in Sequoyah, Oklahoma."
Tonari no Totoro,"Animation, Comedy, Family","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
The Edge of Seventeen,"Comedy, Drama","High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother."
The Kissing Booth,"Comedy, Romance",A high school student is forced to confront her secret crush at a kissing booth.
Freaky Friday,"Comedy, Family, Fantasy","An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday."
An American Werewolf in London,"Comedy, Horror",Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.
How to Train Your Dragon: The Hidden World,"Animation, Action, Adventure","When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first."
The Emperor's New Groove,"Animation, Adventure, Comedy","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."
Central Intelligence,"Action, Comedy, Crime","After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage."
Wedding Crashers,"Comedy, Romance","John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary."
Ghost Town,"Comedy, Drama, Fantasy","Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts."
Career Opportunities,"Comedy, Romance",Jim is the dorky son of a local cement contractor who lives at home and has no direction. Josie is the gorgeous daughter of a wealthy businessman who dreams of leaving town. They find they have a lot in common.
Little Man,"Comedy, Crime",A wannabe-dad mistakes a vertically-challenged criminal on the lam for his newly-adopted son.
Cars 2,"Animation, Adventure, Comedy",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.
Rye Lane,"Comedy, Drama, Romance",Two youngsters reeling from bad breakups who connect over an eventful day in South-London.
How to Train Your Dragon 2,"Animation, Action, Adventure","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
Major League,"Comedy, Sport","The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her."
Emma.,"Comedy, Drama, Romance","In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends."
Puss in Boots,"Animation, Adventure, Comedy","An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town."
Yesterday,"Comedy, Fantasy, Music",A struggling musician realizes he's the only person on Earth who can rememberThe Beatlesafter waking up in an alternate reality where they never existed.
Paul,"Adventure, Comedy, Sci-Fi",Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.
Into the Woods,"Adventure, Comedy, Drama",A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.
Six Days Seven Nights,"Action, Adventure, Comedy","Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island."
The Death of Stalin,"Comedy, Drama, History","Moscow, 1953. After being in power for nearly 30 years, Soviet dictator Joseph Vissarionovich Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power."
Enchanted,"Animation, Adventure, Comedy","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer."
Bad Boys,"Action, Comedy, Crime",Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.
Dick Tracy,"Action, Comedy, Crime",The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.
The Iron Giant,"Animation, Action, Adventure",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
Splash,"Comedy, Fantasy, Romance","A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is."
Disenchanted,"Animation, Adventure, Comedy","Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process."
Seven Psychopaths,"Comedy, Crime",A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.
Shark Tale,"Animation, Adventure, Comedy","When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage."
Shakespeare in Love,"Comedy, Drama, History","The world's greatest ever playwright,William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays."
Hitman's Wife's Bodyguard,"Action, Comedy, Crime","The bodyguard, Michael Bryce, continues his friendship with assassin, Darius Kincaid, as they try to save Darius' wife Sonia."
Onward,"Animation, Adventure, Comedy","In a magical world full of technological advances, elven brothers Ian and Barley Lightfoot set out on an adventure to resurrect their late father for a day."
The Amazing Maurice,"Animation, Adventure, Comedy",A streetwise cat and his gang of rats come up with the perfect money making scheme.
Around the World in 80 Days,"Adventure, Comedy, Family",A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.
The War with Grandpa,"Comedy, Drama, Family","Upset that he has to share the room he loves with his grandfather, Peter decides to declare war in an attempt to get it back."
L'iniziazione,Comedy,"A teenager returns home to spend his summer vacation. However, in a mansion full of women, he will have no choice but to expand his education in titillating ways."
Men in Black 3,"Action, Adventure, Comedy",Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.
Rush Hour 2,"Action, Comedy, Crime","Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam."
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action, Adventure, Comedy","The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang."
Stripes,"Comedy, War",Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.
Barbarella,"Adventure, Comedy, Fantasy","Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy."
Pineapple Express,"Action, Comedy, Crime",A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.
Frozen II,"Animation, Adventure, Comedy","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom."
Miss Congeniality,"Action, Comedy, Crime",An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.
Sex Tape,"Comedy, Romance","A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts."
Angry Birds,"Animation, Action, Adventure","When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to."
Surf's Up,"Animation, Adventure, Comedy","A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick."
It's a Mad Mad Mad Mad World,"Action, Adventure, Comedy","A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each in a race across the state to get to it."
Better Off Dead...,"Comedy, Romance","After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts bring him only more agony and embarrassment. Filled with the wildest teen nightmares."
Cinderella,"Comedy, Family, Fantasy","A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true."
The Secret Life of Pets,"Animation, Adventure, Comedy","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes."
Spoiler Alert,"Comedy, Drama","The story of Michael Ausiello and Kit Cowan's relationship, which takes a tragic turn when Cowan is diagnosed with terminal cancer."
Nacho Libre,"Comedy, Family, Sport","Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler)."
En man som heter Ove,"Comedy, Drama, Romance","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
This Beautiful Fantastic,"Comedy, Drama, Romance","A young woman who dreams of becoming a children's book author makes an unlikely friendship with a cantankerous, rich old widower."
Pokémon: Detective Pikachu,"Action, Adventure, Comedy","In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective."
Baby's Day Out,"Adventure, Comedy, Crime","After three kidnappers lose the baby they have kidnapped, both the cops and kidnappers go looking for the baby."
The Heat,"Action, Comedy, Crime",An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.
Howard the Duck,"Action, Adventure, Comedy",A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invasion with the help of a nerdy scientist and a struggling female rock singer.
Megamind,"Animation, Action, Comedy","Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world."
Demolition,"Comedy, Drama","A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew."
Dogma,"Adventure, Comedy, Drama",An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.
My Girl,"Comedy, Drama, Family",A young girl on the threshold of her teen years finds her life turning upside down when she is accompanied by an unlikely friend.
"Me, Myself & Irene",Comedy,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.
The Skeleton Twins,"Comedy, Drama, Romance","Having both coincidentally cheated death on the same day, estranged twins reunite with the possibility of mending their relationship."
Home,"Animation, Adventure, Comedy","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference."
Father of the Bride,"Comedy, Family, Romance","With his oldest daughter's wedding approaching, a father finds himself reluctant to let go."
Die Hart,"Action, Comedy","Kevin Hart - playing a version of himself - is on a death-defying quest to become an action star. And with a little help from John Travolta, Nathalie Emmanuel, and Josh Hartnett - he just might pull it off."
A Good Year,"Comedy, Drama, Romance","A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold."
Wild Wild West,"Action, Comedy, Sci-Fi","The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War."
Pinocchio,"Adventure, Comedy, Drama","A puppet is brought to life by a fairy, who assigns him to lead a virtuous life in order to become a real boy."
The Dirt,"Biography, Comedy, Drama","Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame."
The Jerk,Comedy,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy."
The Parent Trap,"Comedy, Family, Romance",Teenage twin sisters swap places and scheme to reunite their divorced parents.
Bedazzled,"Comedy, Fantasy","Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul."
Mystic Pizza,"Comedy, Drama, Romance",Three teenage girls come of age while working at a pizza parlor in the Connecticut town of Mystic.
Men in Black II,"Action, Adventure, Comedy",Agent Jay is sent to find Agent Kay and restore his memory after the re-appearance of a case from Kay's past.
The Wrong Missy,"Comedy, Romance","Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date."
Hammerharte Jungs,Comedy,Two best friends try to make it through high school while dealing with embarrassing new urges and their very inconvenient feelings for each other.
Rango,"Animation, Action, Adventure","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff."
The Internship,Comedy,"Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment."
Chicago,"Comedy, Crime, Musical","Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention."
The Bubble,Comedy,A group of actors and actresses stuck inside a pandemic bubble at a hotel attempt to complete a film.
The Adventures of Buckaroo Banzai Across the 8th Dimension,"Adventure, Comedy, Sci-Fi","Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth."
Charlie's Angels,"Action, Adventure, Comedy","When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all."
The Hangover Part II,Comedy,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry."
She's Out of My League,"Comedy, Romance","An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship."
A Tourist's Guide to Love,"Adventure, Comedy, Romance","An executive goes through an unexpected breakup, then accepting an assignment to go undercover and learn about the tourist industry in Vietnam."
The Jungle Book,"Animation, Adventure, Comedy",Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
Meatballs,Comedy,Wacky hijinks of counselors and campers at a less-than-average summer camp.
Singin' in the Rain,"Comedy, Musical, Romance",A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.
Funny People,"Comedy, Drama","When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act."
